,title,deal_rating,mileage,price,stock_type,location
249,2023 BMW XM Base,Fair Deal,"11,367 mi.","$124,038",BMW Certified,"Fort Wayne, IN"
250,2015 McLaren 650S Spider,Good Deal,"15,825 mi.","$139,860",Used,"Houston, TX"
251,2004 Hyundai Tiburon Base (A4),Fair Deal,"69,101 mi.","$8,991",Used,"Indianapolis, IN"
252,2022 Chrysler 300 S,Good Deal,"57,662 mi.","$26,700
$100 price drop",Used,"Virginia Beach, VA"
253,2016 Mercedes-Benz GLE-Class GLE 350 4MATIC,Great Deal,"95,992 mi.","$19,995",Used,"Chicago, IL"
254,2016 Volkswagen Golf R 4-Door,Good Deal,"46,016 mi.","$27,182",Used,"Fairless Hills, PA"
255,2009 Chrysler Sebring Limited,Great Deal,"131,167 mi.","$6,800",Used,"Manteno, IL"
256,2007 GMC Envoy SLE,Great Deal,"162,779 mi.","$4,499",Used,"Akron, OH"
257,2017 FIAT 500L Trekking,Great Deal,"65,010 mi.","$11,065",Used,"Houston, TX"
258,2020 Land Rover Defender 110 HSE,Good Deal,"44,294 mi.","$54,488
$2,412 price drop",Used,"Indianapolis, IN"
259,2014 Audi allroad 2.0T Premium Plus quattro,Great Deal,"147,092 mi.","$8,800
$199 price drop",Used,"Springfield, MA"
260,2022 Lexus ES 300h Base,Fair Deal,"40,207 mi.","$38,900",Used,"Fresno, CA"
261,2006 Chevrolet Cobalt LS,Fair Deal,"65,205 mi.","$6,750",Used,"Brockport, NY"
262,2020 Lexus RX 350L Base,Good Deal,"24,109 mi.","$35,500
$1,000 price drop",Used,"Fenton, MI"
263,2018 Lexus LS 500 500,Great Deal,"45,080 mi.","$42,997
$355 price drop",Used,"Watertown, MA"
264,2021 Jeep Grand Cherokee L Laredo,Good Deal,"42,091 mi.","$33,374",Used,"Saco, ME"
265,2010 Dodge Dakota ST,Fair Deal,"155,901 mi.","$8,990",Used,"Indianapolis, IN"
266,2012 Toyota FJ Cruiser Base,Fair Deal,"130,307 mi.","$25,900",Used,"Brandon, MS"
267,2020 Lincoln Continental Reserve,Fair Deal,"26,199 mi.","$39,899",Used,"Rochester, NY"
268,2021 Mercedes-Benz AMG GT C,Good Deal,"43,079 mi.","$59,498
$1,410 price drop",Used,"Great Neck, NY"
269,2023 Toyota GR86 Base,Good Deal,"6,801 mi.","$28,912",Used,"Tyler, TX"
270,2021 RAM 1500 Rebel,Good Deal,"55,187 mi.","$45,070",Used,"Paragould, AR"
271,2014 Ford F-150 FX4,Fair Deal,"108,454 mi.","$21,534
$197 price drop",Used,"Adrian, MI"
272,2006 Hummer H3 Base,Fair Deal,"238,387 mi.","$7,443",Used,"Locust, NC"
273,2020 Toyota Sienna XLE,Fair Deal,"55,476 mi.","$33,500
$1,500 price drop",Used,"Kirksville, MO"
274,2023 Rivian R1S Adventure Quad Motor Large Pack,Good Deal,"4,805 mi.","$78,497
$1,500 price drop",Used,"Hinsdale, IL"
275,2015 McLaren 650S Spider,Good Deal,"15,825 mi.","$139,860",Used,"Houston, TX"
276,2004 Hyundai Tiburon Base (A4),Fair Deal,"69,101 mi.","$8,991",Used,"Indianapolis, IN"
277,2022 Chrysler 300 S,Good Deal,"57,662 mi.","$26,700
$100 price drop",Used,"Virginia Beach, VA"
278,2012 Volkswagen GTI 4-Door,Great Deal,"118,988 mi.","$8,997",Used,"Orlando, FL"
279,2016 Buick Encore Leather,Good Deal,"95,647 mi.","$11,522
$1,276 price drop",Used,"Corinth, MS"
280,2022 Chevrolet Tahoe RST,Good Deal,"13,409 mi.","$67,299
$699 price drop",Used,"Pasco, WA"
281,2022 Cadillac Escalade ESV Premium Luxury,Good Deal,"36,285 mi.","$76,585",Used,"El Paso, TX"
282,2017 Lincoln MKZ Select,Great Deal,"74,466 mi.","$13,969
$968 price drop",Used,"Fond du Lac, WI"
283,2021 Tesla Model 3 Long Range,Good Deal,"10,904 mi.","$33,988
$995 price drop",Used,"Indianapolis, IN"
284,2021 INFINITI Q60 3.0t LUXE,Great Deal,"14,964 mi.","$36,998",Used,"West Carrollton, OH"
285,2017 Ford Expedition EL Limited,Good Deal,"153,649 mi.","$15,999",Used,"Chantilly, VA"
286,2021 Mercedes-Benz AMG GLE 53 Base,Good Deal,"64,699 mi.","$53,871",Mercedes-Benz Certified,"Fort Wayne, IN"
287,2015 Lexus RC 350 Base,Good Deal,"78,268 mi.","$24,937",Used,"Longview, TX"
288,2017 FIAT 500L Trekking,Great Deal,"65,010 mi.","$11,065",Used,"Houston, TX"
289,2024 BMW 330 i,Fair Deal,"4,330 mi.","$47,500",Used,"D'Iberville, MS"
290,2015 Kia Optima EX,Great Deal,"151,201 mi.","$8,442",Used,"Fayetteville, AR"
291,2023 INFINITI QX55 LUXE,Good Deal,"19,798 mi.","$36,888",Used,"Jefferson City, MO"
292,2023 Rivian R1S Adventure,Great Deal,"7,401 mi.","$73,372
$1,000 price drop",Used,"Skokie, IL"
293,2023 Volvo V60 Cross Country B5 Plus,Great Deal,"25,696 mi.","$39,925",Used,"Tulsa, OK"
294,2019 RAM ProMaster 1500 Base,Great Deal,"30,907 mi.","$25,998",Used,"Dwight, IL"
295,2018 Mercedes-Benz SL 450 Base,Good Deal,"39,605 mi.","$38,997",Used,"Houston, TX"
296,2022 Toyota Corolla Hybrid LE,Great Deal,"85,046 mi.","$19,333
$200 price drop",Used,"Paola, KS"
297,2023 Volvo V60 Cross Country B5 Plus,Good Deal,"6,582 mi.","$42,657
$606 price drop",Volvo Certified,"Pittston, PA"
298,2021 BMW M2 Competition,Good Deal,"20,210 mi.","$52,500
$950 price drop",Used,"Yonkers, NY"
299,2020 RAM 1500 Rebel,Great Deal,"39,663 mi.","$37,499",Used,"Helena, MT"
300,2023 Hyundai Kona SEL,Great Deal,"31,418 mi.","$20,889",Used,"Frederick, MD"
301,2021 Volvo V90 T6 Inscription,Fair Deal,"56,578 mi.","$39,930
$5,007 price drop",Used,"Syracuse, NY"
302,2014 Porsche Panamera 4S,Fair Deal,"106,000 mi.","$23,995",Used,"Schenectady, NY"
303,2020 Chrysler Pacifica Touring-L Plus,Good Deal,"62,606 mi.","$26,499
$200 price drop",Used,"Burnsville, MN"
304,2021 INFINITI QX80 Luxe,Good Deal,"84,095 mi.","$33,994",Used,"Spokane Valley, WA"
305,1997 Toyota Land Cruiser Base,Good Deal,"189,927 mi.","$24,999",Used,"Wichita, KS"
306,2007 Lexus GS 350 Base (A6),Good Deal,"67,188 mi.","$12,995",Used,"Union, NJ"
307,2021 Audi A4 allroad 45 Premium Plus,Fair Deal,"36,092 mi.","$38,149",Used,"Hampton, VA"
308,2021 Toyota RAV4 Hybrid XLE,Good Deal,"105,047 mi.","$22,800",Used,"Barnesville, OH"
309,2020 Lexus ES 350 Base,Good Deal,"50,741 mi.","$28,998",Used,"Pharr, TX"
310,2012 Toyota FJ Cruiser Base,Good Deal,"178,385 mi.","$16,835",Used,"Deland, FL"
311,2009 Aston Martin DB9,Good Deal,"50,231 mi.","$38,900",Used,"Palm Springs, CA"
312,2015 Lamborghini Huracan LP610-4,Fair Deal,"14,835 mi.","$222,995",Used,"St. Louis, MO"
313,2023 Honda Civic Si Base,Good Deal,"5,398 mi.","$29,346
$813 price drop",Used,"Vidalia, GA"
314,2015 Chevrolet City Express 1LS,Great Deal,"85,200 mi.","$15,999",Used,"Fresno, CA"
315,2014 Kia Forte Koup EX,Great Deal,"81,514 mi.","$8,995
$1,000 price drop",Used,"Morristown, TN"
316,2012 MINI Cooper S Base,Fair Deal,"60,119 mi.","$11,990
$800 price drop",Used,"Santa Ana, CA"
317,2018 BMW X3 M40i,Fair Deal,"68,584 mi.","$28,998",Used,"Rochester, MN"
318,2018 Cadillac CT6 3.0L Twin Turbo Premium Luxury,Great Deal,"74,778 mi.","$27,649
$455 price drop",Used,"Buffalo, NY"
319,2009 Chevrolet HHR LT,Fair Deal,"57,170 mi.","$8,990
$1,000 price drop",Used,"Mount Airy, MD"
320,2018 Mercedes-Benz AMG GLE 63 Base 4MATIC,Good Deal,"63,618 mi.","$48,498",Used,"Lowell, MA"
321,2009 GMC Envoy Denali,Great Deal,"140,960 mi.","$9,995",Used,"Milwaukie, OR"
322,2005 Lexus RX 330 Base (A5),Fair Deal,"99,552 mi.","$10,995",Used,"Fullerton, CA"
323,2008 Chrysler Aspen Limited,Great Deal,"111,380 mi.","$6,922",Used,"Greenfield, IN"
324,2023 BMW X6 xDrive40i,Great Deal,"25,109 mi.","$61,999
$500 price drop",Used,"Annapolis, MD"
325,2010 Mazda MX-5 Miata Grand Touring,Great Deal,"49,341 mi.","$15,988",Used,"Sioux Falls, SD"
326,2023 Hyundai Kona SEL,Great Deal,"31,418 mi.","$20,889",Used,"Frederick, MD"
327,2014 Porsche Panamera 4S,Fair Deal,"106,000 mi.","$23,995",Used,"Schenectady, NY"
328,2020 Chrysler Pacifica Touring-L Plus,Good Deal,"62,606 mi.","$26,499
$200 price drop",Used,"Burnsville, MN"
329,2021 INFINITI QX80 Luxe,Good Deal,"84,095 mi.","$33,994",Used,"Spokane Valley, WA"
330,2023 INFINITI QX80 PREMIUM SELECT,Great Deal,"11,281 mi.","$57,300",Used,"Hannibal, MO"
331,2019 Mazda CX-3 Touring,Great Deal,"36,332 mi.","$19,994",Used,"Savoy, IL"
332,2023 Porsche Panamera E-Hybrid 4,Fair Deal,"7,844 mi.","$125,575",Used,"Newark, DE"
333,2022 Subaru Crosstrek Sport,Good Deal,"9,598 mi.","$26,498",Used,"Houston, TX"
334,2023 BMW XM Base,Good Deal,"4,530 mi.","$129,623
$3,755 price drop",Used,"Fort Wayne, IN"
335,2021 Volvo V90 T6 Inscription,Fair Deal,"56,578 mi.","$39,930
$5,007 price drop",Used,"Syracuse, NY"
336,2019 Toyota Sequoia Platinum,Good Deal,"67,335 mi.","$42,700
$300 price drop",Used,"Hickory, NC"
337,2021 Kia Stinger GT-Line,Good Deal,"40,740 mi.","$27,768",Used,"Waterloo, IA"
338,2014 Nissan Quest SL,Great Deal,"156,210 mi.","$8,000",Used,"Lafayette, IN"
339,2022 Dodge Challenger SXT,Good Deal,"48,116 mi.","$23,457
$836 price drop",Used,"Durant, OK"
340,2015 Subaru WRX STI Limited,Good Deal,"97,053 mi.","$19,995",Used,"Geneva, NY"
341,2020 Ford Expedition Max Platinum,Great Deal,"43,748 mi.","$50,998",Used,"El Paso, TX"
342,2007 Cadillac STS V6,Great Deal,"80,034 mi.","$5,999",Used,"Indianapolis, IN"
343,2022 Toyota Corolla Hybrid LE,Fair Deal,"19,275 mi.","$24,800
$500 price drop",Used,"KCMO, MO"
344,2014 BMW 750 xDrive,Fair Deal,"95,572 mi.","$18,990
$1,000 price drop",Used,"Manchester, CT"
345,2012 Porsche Panamera 4,Fair Deal,"123,909 mi.","$18,900",Used,"Evansville, IN"
346,2023 Cadillac CT4-V V-Series Blackwing,Good Deal,"6,101 mi.","$61,832",Used,"Daytona Beach, FL"
347,2022 Dodge Challenger SXT,Good Deal,"48,116 mi.","$23,457
$836 price drop",Used,"Durant, OK"
348,2022 Lexus NX 350 Premium,Good Deal,"43,575 mi.","$37,500",Used,"Chambersburg, PA"
349,2017 BMW M6 Base,Fair Deal,"91,641 mi.","$33,995
$1,000 price drop",Used,"Rockford, IL"
350,2020 Hyundai Accent SE,Good Deal,"38,640 mi.","$15,797",Used,"Spencerport, NY"
351,2020 Nissan Rogue Sport S,Good Deal,"75,968 mi.","$18,998
$1,000 price drop",Used,"Jackson, TN"
352,2023 BMW X6 xDrive40i,Great Deal,"25,109 mi.","$61,999
$500 price drop",Used,"Annapolis, MD"
353,2010 Hyundai Elantra Touring GLS,Fair Deal,"84,136 mi.","$10,690",Used,"Gloucester City, NJ"
354,2018 Cadillac CT6 3.0L Twin Turbo Premium Luxury,Great Deal,"74,778 mi.","$27,649
$455 price drop",Used,"Buffalo, NY"
355,2014 Dodge Dart SXT,Good Deal,"147,242 mi.","$6,650
$1,349 price drop",Used,"Sauk City, WI"
356,2023 Audi Q3 45 S line Premium,Great Deal,"41,916 mi.","$27,900",Used,"Toledo, OH"
357,2022 BMW X5 PHEV xDrive45e,Great Deal,"41,327 mi.","$41,900",Used,"Ephrata, PA"
358,2012 Toyota FJ Cruiser Base,Good Deal,"178,385 mi.","$16,835",Used,"Deland, FL"
359,2009 Aston Martin DB9,Good Deal,"50,231 mi.","$38,900",Used,"Palm Springs, CA"
360,2020 Lincoln MKZ Hybrid Reserve,Good Deal,"52,237 mi.","$24,998",Used,"Houston, TX"
361,2023 BMW XM Base,Good Deal,"4,530 mi.","$129,623
$3,755 price drop",Used,"Fort Wayne, IN"
362,2015 Volkswagen Jetta Auto SEL,Great Deal,"104,302 mi.","$8,800",Used,"Brunswick, GA"
363,2023 BMW X3 M40i,Good Deal,"14,361 mi.","$55,008",Used,"St. Louis, MO"
364,2005 Lexus RX 330 Base (A5),Fair Deal,"99,552 mi.","$10,995",Used,"Fullerton, CA"
365,2008 Chrysler Aspen Limited,Great Deal,"111,380 mi.","$6,922",Used,"Greenfield, IN"
366,2012 Mercedes-Benz CLS-Class CLS 550,Good Deal,"56,662 mi.","$17,999",Used,"Los Angeles, CA"
367,2018 Mercedes-Benz C-Class 4MATIC,Great Deal,"57,941 mi.","$18,995",Used,"Joplin, MO"
368,2009 Chevrolet HHR LT,Fair Deal,"57,170 mi.","$8,990
$1,000 price drop",Used,"Mount Airy, MD"
369,2010 Mazda MX-5 Miata Grand Touring,Great Deal,"49,341 mi.","$15,988",Used,"Sioux Falls, SD"
370,2014 FIAT 500 Lounge,Good Deal,"80,651 mi.","$7,495",Used,"Aberdeen, MD"
371,2018 Toyota Yaris iA Base,Great Deal,"46,600 mi.","$13,995",Used,"Naugatuck, CT"
372,2020 Lexus ES 350 Base,Good Deal,"50,741 mi.","$28,998",Used,"Pharr, TX"
373,2015 Lamborghini Huracan LP610-4,Fair Deal,"14,835 mi.","$222,995",Used,"St. Louis, MO"
374,2018 Toyota RAV4 XLE,Good Deal,"32,224 mi.","$21,999",Used,"Medford, NY"
375,2001 Chrysler Sebring LX,Fair Deal,"42,539 mi.","$9,500
$450 price drop",Used,"Bolingbrook, IL"
376,2023 Rivian R1S Adventure Quad Motor Large Pack,Good Deal,"2,112 mi.","$77,798
$913 price drop",Used,"Schererville, IN"
377,2021 Toyota Sequoia Limited,Good Deal,"88,704 mi.","$46,421",Used,"Panama City, FL"
378,2021 Toyota Prius L,Good Deal,"14,706 mi.","$27,268",Used,"Ottumwa, IA"
379,2020 Lexus LX 570 Three-Row,Good Deal,"58,819 mi.","$59,500
$1,700 price drop",Used,"Little Rock, AR"
380,2014 Chevrolet Express 1500 LS,Great Deal,"64,389 mi.","$21,999",Used,"Hudson, MA"
381,2017 BMW X5 M Base,Good Deal,"71,099 mi.","$38,795",Used,"West Chicago, IL"
382,2015 Ford Transit-350,Fair Deal,"49,424 mi.","$38,995",Used,"Palo Alto, CA"
383,2023 BMW M3 Competition xDrive Sedan,Good Deal,"8,209 mi.","$88,991",Used,"Scottsdale, AZ"
384,2022 Land Rover Range Rover Sport HSE Silver Edition,Good Deal,"23,245 mi.","$60,490",Used,"Bozeman, MT"
385,2012 Mitsubishi Eclipse GS Sport,Fair Deal,"85,985 mi.","$11,990",Used,"Gloucester City, NJ"
386,2007 Cadillac Escalade EXT Base,Great Deal,"159,095 mi.","$11,999",Used,"Farmington, MN"
387,1994 Ferrari 348 Spider,Good Deal,"19,360 mi.","$119,800",Used,"Rancho Mirage, CA"
388,2020 Ford Expedition Max Platinum,Great Deal,"43,748 mi.","$50,998",Used,"El Paso, TX"
389,2022 Lexus NX 350 Premium,Good Deal,"43,575 mi.","$37,500",Used,"Chambersburg, PA"
390,2020 Nissan Rogue Sport S,Good Deal,"75,968 mi.","$18,998
$1,000 price drop",Used,"Jackson, TN"
391,2004 Lexus GX 470 Base,Good Deal,"226,577 mi.","$10,795",Used,"Saint George, UT"
392,2019 Ford Transit-350 XLT,Good Deal,"102,659 mi.","$32,998",Used,"HATTIESBURG, MS"
393,2015 Nissan Murano SV,Fair Deal,"103,741 mi.","$13,275
$200 price drop",Used,"Flint, MI"
394,2020 Porsche Cayenne E-Hybrid Coupe Base,Great Deal,"44,352 mi.","$62,900
$100 price drop",Porsche Certified,"West Palm Beach, FL"
395,2021 Toyota Prius L,Good Deal,"14,706 mi.","$27,268",Used,"Ottumwa, IA"
396,2020 Lexus LX 570 Three-Row,Good Deal,"58,819 mi.","$59,500
$1,700 price drop",Used,"Little Rock, AR"
397,2022 Toyota Corolla Hybrid LE,Fair Deal,"19,275 mi.","$24,800
$500 price drop",Used,"KCMO, MO"
398,2023 Cadillac CT4-V V-Series Blackwing,Good Deal,"6,101 mi.","$61,832",Used,"Daytona Beach, FL"
399,2014 BMW 750 xDrive,Fair Deal,"95,572 mi.","$18,990
$1,000 price drop",Used,"Manchester, CT"
400,2024 BMW iX xDrive50,Good Deal,"2,745 mi.","$82,936",Used,"Bend, OR"
401,2019 Maserati Ghibli S Q4,Great Deal,"44,301 mi.","$34,990",Used,"Greensboro, NC"
402,2020 BMW M340 i xDrive,Good Deal,"44,284 mi.","$39,957",Used,"Enfield, CT"
403,2023 Audi A4 45 S line Premium Plus,Great Deal,"41,973 mi.","$28,200
$557 price drop",Used,"Panama City, FL"
404,2017 Nissan Titan PRO-4X,Great Deal,"66,000 mi.","$26,995",Used,"Milford, NE"
405,2013 Toyota Prius Four,Good Deal,"145,448 mi.","$10,999",Used,"Cleveland, TN"
406,2018 Toyota RAV4 XLE,Good Deal,"32,224 mi.","$21,999",Used,"Medford, NY"
407,2005 Ford Freestar Limited,Great Deal,"202,222 mi.","$4,000",Used,"Orlando, FL"
408,2021 Chevrolet Equinox LS,Good Deal,"95,521 mi.","$15,852",Used,"Hillsboro, OH"
409,2013 Volkswagen Beetle 2.5L,Good Deal,"4,578 mi.","$25,500",Used,"Canfield, OH"
410,2013 Lexus IS 250C Base,Great Deal,"65,256 mi.","$18,995",Used,"Concord, NC"
411,2004 Lexus GX 470 Base,Good Deal,"226,577 mi.","$10,795",Used,"Saint George, UT"
412,2023 BMW M3 Competition xDrive Sedan,Good Deal,"8,209 mi.","$88,991",Used,"Scottsdale, AZ"
413,2019 Ford Transit-350 XLT,Good Deal,"102,659 mi.","$32,998",Used,"HATTIESBURG, MS"
414,2015 Nissan Murano SV,Fair Deal,"103,741 mi.","$13,275
$200 price drop",Used,"Flint, MI"
415,2020 Porsche Cayenne E-Hybrid Coupe Base,Great Deal,"44,352 mi.","$62,900
$100 price drop",Porsche Certified,"West Palm Beach, FL"
416,2015 Ford Transit-350,Fair Deal,"49,424 mi.","$38,995",Used,"Palo Alto, CA"
417,2022 Land Rover Range Rover Sport HSE Silver Edition,Good Deal,"23,245 mi.","$60,490",Used,"Bozeman, MT"
418,2012 Mitsubishi Eclipse GS Sport,Fair Deal,"85,985 mi.","$11,990",Used,"Gloucester City, NJ"
419,2007 Cadillac Escalade EXT Base,Great Deal,"159,095 mi.","$11,999",Used,"Farmington, MN"
420,2023 Kia Sportage Hybrid SX-Prestige,Good Deal,"22,751 mi.","$34,998",Used,"South Portland, ME"
421,2021 Nissan Kicks S,Great Deal,"46,494 mi.","$16,690
$300 price drop",Used,"Petaluma, CA"
422,2020 BMW M340 i xDrive,Good Deal,"44,284 mi.","$39,957",Used,"Enfield, CT"
423,2023 Toyota Highlander Hybrid LE,Good Deal,"24,007 mi.","$37,600
$300 price drop",Used,"Montgomery, AL"
424,2015 Mercedes-Benz SL-Class SL400,Fair Deal,"41,000 mi.","$30,000",Used,"Little Rock, AR"
425,2020 Audi TT 2.0T,Good Deal,"40,364 mi.","$34,988
$1,000 price drop",Used,"Las Vegas, NV"
426,2014 Jeep Wrangler Unlimited Sahara,Good Deal,"137,534 mi.","$17,900",Used,"Knoxville, TN"
427,2007 Lexus LS 460 L,Good Deal,"131,813 mi.","$9,377",Used,"Medford, NY"
428,2017 GMC Savana 2500 Work Van,Good Deal,"63,056 mi.","$22,975",Used,"Gainesville, FL"
429,2018 Lexus RX 450h 450H,Good Deal,"76,984 mi.","$29,999",Used,"Northborough, MA"
430,2004 Mercury Mountaineer Convenience w/4.6L,Good Deal,"133,787 mi.","$7,500",Used,"Knoxville, TN"
431,2023 Toyota Sequoia Platinum,Good Deal,"13,833 mi.","$74,928",Used,"Gastonia, NC"
432,2012 Kia Rio5 EX,Great Deal,"112,625 mi.","$5,999
$1,000 price drop",Used,"East Spanaway, WA"
433,2021 BMW X3 M AWD,Good Deal,"21,804 mi.","$53,911
$1,500 price drop",BMW Certified,"Westlake Village, CA"
434,2013 Dodge Dart SXT,Great Deal,"115,329 mi.","$5,995",Used,"East Ridge, TN"
435,2019 Mercedes-Benz AMG E 63 S 4MATIC,Great Deal,"42,529 mi.","$67,999
$500 price drop",Used,"Las Vegas, NV"
436,2019 Dodge Journey SE,Great Deal,"113,412 mi.","$11,498
$1,500 price drop",Used,"Tupelo, MS"
437,2014 Lexus CT 200h Premium,Good Deal,"113,776 mi.","$14,995",Used,"South Amboy, NJ"
438,1998 Volkswagen Cabrio GLS,Great Deal,"69,287 mi.","$6,900
$1,000 price drop",Used,"Pompano Beach, FL"
439,2019 Mercedes-Benz AMG GT Base,Good Deal,"36,595 mi.","$73,999",Used,"houston, TX"
440,2003 Chrysler PT Cruiser GT,Great Deal,"86,145 mi.","$4,988",Used,"Lakewood, CO"
441,1998 Volkswagen Cabrio GLS,Great Deal,"69,287 mi.","$6,900
$1,000 price drop",Used,"Pompano Beach, FL"
442,2020 Land Rover Range Rover Evoque First Edition,Good Deal,"19,000 mi.","$36,999",Used,"Palm Desert, CA"
443,2020 BMW X4 M Competition,Good Deal,"49,685 mi.","$47,690",Used,"Indianapolis, IN"
444,2021 BMW M8 Gran Coupe Gran Coupe,Fair Deal,"23,055 mi.","$78,500
$301 price drop",Used,"Westfield, IN"
445,2010 Lexus HS 250h Premium,Good Deal,"161,620 mi.","$8,999",Used,"Chantilly, VA"
446,2017 Lexus RC 200t 200t,Good Deal,"66,448 mi.","$28,500",Used,"Greensboro, NC"
447,2023 Nissan Titan XD PRO-4X,Good Deal,"22,454 mi.","$47,112
$510 price drop",Used,"Topeka, KS"
448,2016 Buick Cascada Premium,Great Deal,"50,467 mi.","$17,998",Used,"Renton, WA"
449,2017 Cadillac Escalade Luxury,Good Deal,"60,034 mi.","$37,495
$2,500 price drop",Used,"Edgerton, MN"
450,2020 INFINITI QX50 Luxe,Good Deal,"62,238 mi.","$21,755",Used,"El Paso, TX"
451,2020 Ford Mustang GT Premium,Good Deal,"6,186 mi.","$40,482",Used,"Winamac, IN"
452,2004 Lincoln Aviator Base,Great Deal,"89,400 mi.","$8,988",Used,"Lafayette, IN"
453,2023 Chevrolet Bolt EUV Premier,Great Deal,"20,953 mi.","$22,000
$1,000 price drop",Used,"Beavercreek, OH"
454,2019 Ford EcoSport SE,Good Deal,"78,352 mi.","$14,250
$1,000 price drop",Used,"Hortonville, WI"
455,2015 Toyota Prius Four,Fair Deal,"235,359 mi.","$8,993
$999 price drop",Used,"McDonald, TN"
456,2009 Chevrolet HHR SS,Great Deal,"125,568 mi.","$6,000",Used,"Bushnell, FL"
457,2019 BMW 530 530i,Good Deal,"32,901 mi.","$27,990",Used,"Enid, OK"
458,2011 Dodge Avenger Mainstreet,Good Deal,"89,735 mi.","$7,995
$800 price drop",Used,"Minneapolis, MN"
459,2014 Lexus CT 200h Premium,Good Deal,"113,776 mi.","$14,995",Used,"South Amboy, NJ"
460,2021 BMW X2 xDrive28i,Good Deal,"25,578 mi.","$28,768",Used,"Lafayette, IN"
461,2017 Lexus RX 450h F Sport,Good Deal,"66,112 mi.","$30,500
$250 price drop",Used,"Fort Wayne, IN"
462,2023 Hyundai Tucson Plug-In Hybrid SEL,Good Deal,"8,216 mi.","$31,988",Hyundai Certified,"Friendswood, TX"
463,2023 Hyundai Sonata Limited,Good Deal,"14,040 mi.","$27,356",Used,"Henderson, NV"
464,2006 Mitsubishi Eclipse GT,Great Deal,"108,790 mi.","$6,500",Used,"Hamilton Township, NJ"
465,2014 Jeep Wrangler Unlimited Sahara,Good Deal,"137,534 mi.","$17,900",Used,"Knoxville, TN"
466,2020 Land Rover Range Rover Evoque First Edition,Good Deal,"19,000 mi.","$36,999",Used,"Palm Desert, CA"
467,2020 BMW X4 M Competition,Good Deal,"49,685 mi.","$47,690",Used,"Indianapolis, IN"
468,2019 Ford EcoSport SE,Good Deal,"78,352 mi.","$14,250
$1,000 price drop",Used,"Hortonville, WI"
469,2011 Dodge Avenger Mainstreet,Good Deal,"89,735 mi.","$7,995
$800 price drop",Used,"Minneapolis, MN"
470,2020 INFINITI QX50 Luxe,Good Deal,"62,238 mi.","$21,755",Used,"El Paso, TX"
471,2016 Buick Cascada Premium,Great Deal,"50,467 mi.","$17,998",Used,"Renton, WA"
472,2011 INFINITI FX35 Base,Good Deal,"170,797 mi.","$8,877",Used,"Knoxville, TN"
473,2015 Toyota Prius Four,Fair Deal,"235,359 mi.","$8,993
$999 price drop",Used,"McDonald, TN"
474,2009 Chevrolet HHR SS,Great Deal,"125,568 mi.","$6,000",Used,"Bushnell, FL"
475,2019 BMW 530 530i,Good Deal,"32,901 mi.","$27,990",Used,"Enid, OK"
476,2023 Toyota GR Corolla Core,Great Deal,"4,587 mi.","$39,998
$1,000 price drop",Used,"Ocala, FL"
477,2012 Scion xB Base,Good Deal,"159,810 mi.","$7,995",Used,"Evansville, IN"
478,2021 Mazda Mazda6 Sport,Great Deal,"39,988 mi.","$18,998",Used,"Bridgeport, WV"
479,2023 Audi S4 3.0T Premium,Great Deal,"34,421 mi.","$44,448",Used,"Houston, TX"
480,2017 Nissan Versa Note SV,Good Deal,"118,582 mi.","$8,995
$900 price drop",Used,"Independence, MO"
481,2012 Chevrolet Cruze LS,Good Deal,"73,966 mi.","$8,000",Used,"St Albans, VT"
482,2016 BMW 228 i xDrive,Great Deal,"58,578 mi.","$17,986
$308 price drop",Used,"Endwell, NY"
483,2021 BMW X2 xDrive28i,Good Deal,"25,578 mi.","$28,768",Used,"Lafayette, IN"
484,2016 Jaguar XJ XJ R-Sport,Great Deal,"48,457 mi.","$23,517",Used,"Hardeeville, SC"
485,2021 Ford Edge SEL,Fair Deal,"21,566 mi.","$29,900",Used,"Odebolt, IA"
486,2023 Toyota GR Corolla Core,Great Deal,"4,587 mi.","$39,998
$1,000 price drop",Used,"Ocala, FL"
